,"(following, count)","(following, birth mean)","(following, birth std)","(following, birth min)","(following, birth max)","(following, death mean)","(following, death std)","(followers, count)","(followers, birth mean)","(followers, birth std)","(followers, birth min)","(followers, birth max)","(followers, death mean)","(followers, death std)"
Muhammad_Mustafa_Jauhar,1,,,,,,,0,,,,,,
Leonardo_Polo,6,1371.6,983.654055042,-384.0,1889.0,1445.4,990.602745807,0,,,,,,
Julian_Savulescu,1,1946.0,,1946.0,1946.0,,,0,,,,,,
Francis_Fukuyama,3,1850.0,113.13708499,1770.0,1930.0,1911.5,113.844191771,0,,,,,,
Jacques_Ellul,4,1833.66666667,35.2183664206,1809.0,1874.0,1898.66666667,43.6615773116,5,1923.75,4.78713553878,1918.0,1929.0,1993.0,7.87400787401
Chris_Harman,3,1843.0,41.5812457726,1818.0,1891.0,1905.0,28.3548937575,1,1950.0,,1950.0,1950.0,,
Joseph_Dietzgen,6,1732.33333333,79.3515385274,1632.0,1818.0,1797.16666667,83.8890139808,2,1836.0,25.4558441227,1818.0,1854.0,1910.5,38.8908729653
Ivo_Urbančič,1,1889.0,,1889.0,1889.0,1976.0,,0,,,,,,
Jakob_Böhme,1,1493.0,,1493.0,1493.0,1541.0,,4,1801.75,48.7604689614,1770.0,1874.0,1873.25,51.3768754727
Richard_David_Precht,1,1953.0,,1953.0,1953.0,,,0,,,,,,
Emil_Fackenheim,3,1756.33333333,28.1128677536,1724.0,1775.0,1829.66666667,25.0266524596,0,,,,,,
Shibli_Nomani,1,1817.0,,1817.0,1817.0,1898.0,,2,1928.0,33.941125497,1904.0,1952.0,1997.0,
Hent_de_Vries,1,1926.0,,1926.0,1926.0,,,0,,,,,,
George_Gurdjieff,0,,,,,,,1,1898.0,,1898.0,1898.0,1974.0,
Friedrich_Wilhelm_Foerster,1,1724.0,,1724.0,1724.0,1804.0,,0,,,,,,
Speusippus,1,-428.0,,-428.0,-428.0,-348.0,,1,-396.0,,-396.0,-396.0,314.0,
David_Orton_(deep_ecology),2,1935.0,,1935.0,1935.0,1996.0,,0,,,,,,
Debiprasad_Chattopadhyaya,1,1818.0,,1818.0,1818.0,1883.0,,1,1947.0,,1947.0,1947.0,,
Svetozar_Marković,1,1818.0,,1818.0,1818.0,1883.0,,1,,,,,,
Gerald_Cohen,3,1875.66666667,50.1431284757,1818.0,1909.0,1952.0,60.6712452485,2,1959.0,,1959.0,1959.0,,
Zeno_of_Citium,4,-402.5,88.5531855252,-535.0,-350.0,-330.0,96.6953980291,6,-146.333333333,150.831915279,-330.0,55.0,-29.5,159.540277046
Peter_G._Ossorio,1,1889.0,,1889.0,1889.0,1951.0,,0,,,,,,
Plato,9,-138.875,862.327819253,-570.0,1946.0,-438.166666667,45.411085284,90,1420.7972973,793.896821903,-408.0,1980.0,1426.73015873,781.089400656
Herbert_Blumer,4,1861.0,2.94392028878,1858.0,1864.0,1932.5,14.2009389361,0,,,,,,
Raymond_Geuss,6,1848.66666667,50.2858495669,1770.0,1903.0,1919.0,57.6020832957,0,,,,,,
Friedrich_Albert_Lange,1,1724.0,,1724.0,1724.0,1804.0,,1,1844.0,,1844.0,1844.0,1900.0,
Jacques_Lacan,9,1858.57142857,48.1208795391,1770.0,1897.0,1930.85714286,57.2405117943,20,1947.0,16.9437572306,1918.0,1973.0,1992.5,3.53553390593
Annette_Baier,2,1811.5,142.128463018,1711.0,1912.0,1882.5,150.613744393,2,,,,,,
Joseph_de_Maistre,5,861.8,1158.24703755,-428.0,1754.0,936.4,1161.52886318,9,1835.55555556,63.5454780278,1754.0,1911.0,1916.55555556,67.8161321352
Sidney_Hook,4,1857.25,27.5605394238,1818.0,1880.0,1938.0,37.9736750921,2,1922.0,4.24264068712,1919.0,1925.0,2000.0,16.9705627485
Timothy_Morton,1,1968.0,,1968.0,1968.0,,,0,,,,,,
Ferdinand_de_Saussure,1,1840.0,,1840.0,1840.0,1916.0,,12,1916.11111111,12.9946570217,1896.0,1935.0,1989.22222222,16.4983164124
Alexander_R._Galloway,5,1891.5,52.7162214124,1818.0,1934.0,1951.33333333,59.9360770599,0,,,,,,
Ibn_Jurayj,1,33.0,,33.0,33.0,114.0,,1,,,,,,
Jaegwon_Kim,1,1905.0,,1905.0,1905.0,1997.0,,0,,,,,,
Seneca_the_Younger,2,-234.5,140.714249456,-334.0,-135.0,-156.5,149.19953083,2,1006.5,744.583440589,480.0,1533.0,1058.0,755.190042307
Friedrich_Nietzsche,23,1065.72727273,1023.25992517,-535.0,1837.0,1127.13636364,1020.39942205,78,1921.93939394,31.0789955228,1847.0,1973.0,1974.20512821,29.5965676239
George_Santayana,4,728.75,1176.64533739,-460.0,1842.0,790.5,1169.15824421,2,1861.0,,1861.0,1861.0,1947.0,
Rudolf_Sutermeister,1,1772.0,,1772.0,1772.0,1837.0,,0,,,,,,
Socrates,1,-515.0,,-515.0,-515.0,-460.0,,15,590.833333333,1176.4501947,-445.0,1937.0,544.545454545,1149.6153586
Renzo_Novatore,4,1825.0,33.9607616719,1788.0,1862.0,1885.25,33.1197322856,1,,,,,,
Gianni_Vattimo,5,1884.4,53.2099614734,1818.0,1940.0,1941.5,59.5119035712,3,1931.0,,1931.0,1931.0,2007.0,
David_Malet_Armstrong,1,1893.0,,1893.0,1893.0,1962.0,,1,1965.0,,1965.0,1965.0,,
Ruth_Chang,1,1942.0,,1942.0,1942.0,,,0,,,,,,
Giles_Hooper,2,1903.0,,1903.0,1903.0,1969.0,,0,,,,,,
Reza_Davari_Ardakani,1,1889.0,,1889.0,1889.0,1976.0,,1,1963.0,,1963.0,1963.0,,
J._L._Austin,2,1886.5,19.091883092,1873.0,1900.0,1967.0,12.7279220614,9,1929.33333333,16.6092343793,1907.0,1956.0,1997.0,7.07106781187
Peter_Geach,4,1304.75,1125.95836957,-384.0,1889.0,1369.75,1127.89992907,2,1930.0,1.41421356237,1929.0,1931.0,,
Gerald_O'Collins,1,-428.0,,-428.0,-428.0,-348.0,,0,,,,,,
Wolfgang_Smith,6,833.6,1157.90729335,-428.0,1861.0,908.6,1162.67527711,1,1947.0,,1947.0,1947.0,,
Georg_Wilhelm_Friedrich_Hegel,21,1214.16666667,872.651756565,-535.0,1946.0,1235.52941176,880.238399359,116,1893.76041667,48.8976901385,1796.0,1980.0,1948.22535211,48.7017738554
Goran_Švob,1,1848.0,,1848.0,1848.0,1925.0,,0,,,,,,
Fernando_González_(writer),4,1815.25,77.3536252113,1724.0,1905.0,1886.0,74.0090084607,2,1933.0,2.82842712475,1931.0,1935.0,1983.0,9.89949493661
Peter_Abelard,3,110.0,445.147166676,-384.0,480.0,169.0,439.091106719,1,1287.0,,1287.0,1287.0,1347.0,
Richard_McKeon,3,737.5,1586.0405102,-384.0,1859.0,815.0,1607.96082042,3,1891.5,27.5771644663,1872.0,1911.0,1975.0,7.07106781187
Charles_Hartshorne,3,1843.33333333,25.5799400573,1814.0,1861.0,1908.33333333,43.015501082,3,1931.33333333,7.0945988846,1925.0,1939.0,,
Gottlob_Frege,6,1763.5,70.5315532227,1646.0,1824.0,1833.33333333,72.7507159186,18,1916.69230769,36.985097484,1859.0,1974.0,1976.0,28.0305955291
Julius_Thomas_Fraser,1,-428.0,,-428.0,-428.0,-348.0,,0,,,,,,
George_Grant_(philosopher),7,1234.42857143,1120.92415104,-428.0,1912.0,1302.28571429,1118.90880091,0,,,,,,
Damaris_Cudworth_Masham,15,998.923076923,912.675596031,-551.0,1660.0,1060.30769231,906.878013169,16,1803.73333333,94.917608382,1660.0,1928.0,1869.35714286,95.8938573014
Axel_Honneth,8,1887.33333333,59.5471801739,1770.0,1931.0,1948.0,65.6391651379,1,1947.0,,1947.0,1947.0,,
Mozi,0,,,,,,,1,-369.0,,-369.0,-369.0,-286.0,
Ibn_Arabi,1,-428.0,,-428.0,-428.0,-348.0,,3,,,,,,
Crates_of_Thebes,3,-405.666666667,42.8524600616,-445.0,-360.0,-322.666666667,42.5009803808,2,-342.0,11.313708499,-350.0,-334.0,-271.0,12.7279220614
Muhammad_Sirajuddin_Naqshbandi,2,1404.0,226.27416998,1244.0,1564.0,1760.5,193.040151264,3,1962.0,,1962.0,1962.0,1935.0,
Masahiro_Morioka,4,1881.25,25.6953303151,1844.0,1903.0,1955.0,40.5215991787,0,,,,,,
Sadat_Husaini,2,1877.0,,1877.0,1877.0,1958.5,28.9913780286,0,,,,,,
Catherine_Malabou,7,1873.85714286,89.3764110778,1724.0,1946.0,1919.8,94.4256321133,0,,,,,,
Thomas_Hill_Green,3,1770.33333333,46.5008960487,1724.0,1817.0,1838.66666667,39.0683162337,4,1857.5,8.34665601703,1846.0,1866.0,1934.75,13.1497781984
George_Hourani,1,-428.0,,-428.0,-428.0,-348.0,,0,,,,,,
Sayyad_Laal_Shah_Hamdani,2,1404.0,226.27416998,1244.0,1564.0,1760.5,193.040151264,1,,,,,1935.0,
Hans_Joas,2,1892.5,41.71930009,1863.0,1922.0,1964.0,46.6690475583,0,,,,,,
Michael_J._Sandel,3,1832.66666667,173.793939288,1632.0,1935.0,1704.0,,1,1964.0,,1964.0,1964.0,,
Emer_de_Vattel,2,1662.5,23.3345237792,1646.0,1679.0,1735.0,26.8700576851,0,,,,,,
Étienne_Bonnot_de_Condillac,2,1672.5,57.2756492761,1632.0,1713.0,1744.0,56.5685424949,3,1739.0,38.1837661841,1712.0,1766.0,1801.0,32.5269119346
Clarence_Irving_Lewis,1,1855.0,,1855.0,1855.0,1916.0,,5,1906.0,8.71779788708,1892.0,1916.0,1995.6,5.31977443131
Rupert_Read__Rupert_Read__1,1,1889.0,,1889.0,1889.0,1951.0,,0,,,,,,
Kuruvilla_Pandikattu,2,1904.0,,1904.0,1904.0,1984.0,,0,,,,,,
Clive_Hamilton,1,1928.0,,1928.0,1928.0,,,0,,,,,,
Avital_Ronell,6,1892.2,31.4356485538,1844.0,1930.0,1963.0,42.9301758673,0,,,,,,
Robert_Nozick,4,1766.75,116.388358524,1632.0,1905.0,1844.5,123.083982169,3,1964.0,,1964.0,1964.0,,
Renata_Salecl,3,1913.5,17.6776695297,1901.0,1926.0,1982.5,2.12132034356,0,,,,,,
Herbert_Spencer,3,1797.33333333,9.01849950565,1788.0,1806.0,1862.0,9.53939201417,5,1852.2,12.2963409192,1838.0,1868.0,1909.6,20.5499391727
Bertrand_Russell,16,1805.8,80.3031755287,1646.0,1900.0,1875.13333333,86.2006518592,27,1913.75,26.700024426,1859.0,1965.0,1978.05555556,26.3694837493
Karl_Jaspers,9,1669.125,226.659239199,1260.0,1889.0,1736.375,230.743480019,10,1916.125,21.7678498184,1889.0,1954.0,1983.66666667,10.0929017961
Karl_Marx,19,1293.61111111,892.29526496,-460.0,1828.0,1356.5,889.780822318,109,1918.53164557,33.463273187,1814.0,1973.0,1974.68,34.4919038119
Hong_Dae-yong,4,-40.5,784.959659261,-551.0,1130.0,36.5,780.903109654,1,1737.0,,1737.0,1737.0,1836.0,
Lon_L._Fuller,1,1770.0,,1770.0,1770.0,1831.0,,1,1931.0,,1931.0,1931.0,2013.0,
Sayyid_Ghulam_Hussain_Shah_Bukhari,3,1721.5,222.738636074,1564.0,1879.0,1824.66666667,174.069909328,0,,,,,,
Dan_Goldstick,1,1818.0,,1818.0,1818.0,1883.0,,0,,,,,,
Johannes_Nikolaus_Tetens,4,1673.75,28.3004711386,1646.0,1711.0,1738.5,32.0572404718,1,1724.0,,1724.0,1724.0,1804.0,
Israr_Ahmed,2,1877.0,,1877.0,1877.0,1958.5,28.9913780286,0,,,,,,
Pascal_Engel,3,1903.0,14.0,1889.0,1917.0,1961.33333333,37.5810235802,0,,,,,,
Abul_Hasan_Ali_Hasani_Nadwi,1,1877.0,,1877.0,1877.0,1938.0,,2,1941.5,17.6776695297,1929.0,1954.0,,
John_Wycliffe,1,1287.0,,1287.0,1287.0,1347.0,,2,1369.0,,1369.0,1369.0,1415.0,
Boris_Groys,13,1440.90909091,915.085728721,-428.0,1930.0,1509.45454545,913.957259792,0,,,,,,
Roman_Ingarden,2,1791.5,95.4594154602,1724.0,1859.0,1871.0,94.752308679,1,1923.0,,1923.0,1923.0,2014.0,
Han_Ryner,4,277.0,1039.8349228,-412.0,1806.0,349.5,1024.95349488,1,1959.0,,1959.0,1959.0,,
Mortimer_J._Adler,3,1043.33333333,1242.41109675,-384.0,1882.0,1118.33333333,1254.5956852,1,1937.0,,1937.0,1937.0,,
Robert_C._Solomon,5,1872.4,65.8050150065,1770.0,1930.0,1917.75,67.0839026891,0,,,,,,
Abu_Zayd_al-Balkhi,1,801.0,,801.0,801.0,873.0,,1,854.0,,854.0,854.0,932.0,
Peter_Sloterdijk,7,1903.0,32.0936130718,1844.0,1930.0,1972.57142857,34.6884089328,0,,,,,,
"John_Henry_Newman__%22Dr_Newman%22,_%22Cardinal_Newman%22__1",3,986.333333333,1187.40066251,-384.0,1711.0,1052.66666667,1191.04044152,1,1929.0,,1929.0,1929.0,,
Alexander_Nehamas,4,1895.0,37.7447568103,1844.0,1926.0,1960.0,40.1331118488,0,,,,,,
Louis_Althusser,8,1815.42857143,104.839332859,1632.0,1904.0,1884.14285714,117.431438964,11,1936.5,12.409673646,1921.0,1958.0,1986.5,6.75771164424
Niccolò_Machiavelli,0,,,,,,,15,1830.86666667,123.349599957,1588.0,1945.0,1873.66666667,126.928994706
R._M._Hare,6,1862.0,72.7983516297,1724.0,1911.0,1930.0,68.8679896614,2,1937.5,12.0208152802,1929.0,1946.0,2003.0,
François_Zourabichvili,2,1778.5,207.182286888,1632.0,1925.0,1836.0,224.859956417,0,,,,,,
Søren_Kierkegaard,8,1211.25,1011.73101309,-470.0,1802.0,1280.875,1013.63144013,39,1869.80555556,319.991590911,10.0,1973.0,1981.38095238,18.2386298566
Gaius_Musonius_Rufus,0,,,,,,,1,55.0,,55.0,55.0,135.0,
Marcel_Paquet,6,1797.5,110.086783948,1632.0,1926.0,1862.0,116.510943692,0,,,,,,
Ernest_Nagel,2,1885.5,7.77817459305,1880.0,1891.0,1958.5,16.2634559673,2,1920.5,2.12132034356,1919.0,1922.0,2014.0,
Ivan_Sviták,1,1818.0,,1818.0,1818.0,1883.0,,0,,,,,,
Nahmanides,0,,,,,,,1,1966.0,,1966.0,1966.0,,
Gorgias,3,-502.5,17.6776695297,-515.0,-490.0,-445.0,21.2132034356,2,-436.5,12.0208152802,-445.0,-428.0,-356.5,12.0208152802
Susan_Hurley,1,1917.0,,1917.0,1917.0,2003.0,,0,,,,,,
Martin_Heidegger,29,1148.2,1007.14443684,-610.0,1946.0,1179.16666667,1018.64307299,86,1930.40350877,24.9827509416,1883.0,1980.0,1986.78571429,17.203266578
Ágnes_Heller,4,1794.0,33.941125497,1770.0,1818.0,1857.0,36.7695526217,0,,,,,,
Muhammad_Farooq_Khan,4,1660.66666667,463.656482035,1126.0,1952.0,1724.66666667,456.195499028,0,,,,,,
Ata_ibn_Abi_Rabah,0,,,,,,,1,,,,,150.0,
Charles_Taliaferro,2,-428.0,,-428.0,-428.0,-348.0,,0,,,,,,
Sally_Scholz,2,1810.0,138.592929113,1712.0,1908.0,1882.0,147.078210487,0,,,,,,
Sibawayh,0,,,,,,,2,,,,,,
René_Guénon,3,247.666666667,823.537693936,-428.0,1165.0,299.0,833.824322025,6,1932.6,24.0790365256,1898.0,1962.0,1993.0,26.8700576851
Antony_Flew,2,1822.5,157.684812205,1711.0,1934.0,1776.0,,0,,,,,,
Claudia_Card,5,1841.0,87.2868833216,1724.0,1928.0,1915.2,89.6727383322,1,,,,,,
Zygmunt_Bauman,4,1887.25,46.9139282801,1818.0,1922.0,1967.0,56.0238044644,0,,,,,,
William_Stringfellow,1,1912.0,,1912.0,1912.0,1994.0,,0,,,,,,
Lawrence_Sklar,1,1905.0,,1905.0,1905.0,1997.0,,0,,,,,,
Johann_Gottfried_Herder,3,1695.33333333,54.9302588136,1632.0,1730.0,1756.33333333,69.1688754667,2,1772.5,3.53553390593,1770.0,1775.0,1842.5,16.2634559673
Paul_Thieme,0,,,,,,,1,,,,,,
Hans_Reichenbach,0,,,,,,,2,1933.5,10.6066017178,1926.0,1941.0,,
Don_Ihde,6,1902.0,17.7623196683,1884.0,1929.0,1975.25,19.102792117,0,,,,,,
Mou_Zongsan,1,1724.0,,1724.0,1724.0,1804.0,,0,,,,,,
Alexander_Tarasov,4,1873.66666667,48.3356321292,1818.0,1905.0,1947.33333333,55.7165445208,0,,,,,,
Rudolf_Eisler,1,1724.0,,1724.0,1724.0,1804.0,,0,,,,,,
Baruch_Spinoza,12,520.2,948.061156021,-515.0,1602.0,587.8,950.973629731,45,1836.92307692,96.4949915841,1646.0,1963.0,1899.22222222,101.655471671
Hamid_Dabashi,7,1888.71428571,42.8863392613,1818.0,1935.0,1958.57142857,47.4371764999,0,,,,,,
Alexius_Meinong,2,1774.5,89.8025612107,1711.0,1838.0,1846.5,99.7020561473,5,1882.33333333,29.8719489376,1859.0,1916.0,1967.0,33.6005952328
Abu_Yusuf,0,,,,,,,2,430.5,597.505230103,8.0,853.0,473.5,649.83113191
William_E._Connolly,2,1885.0,57.9827560573,1844.0,1926.0,1942.0,59.3969696197,0,,,,,,
Deirdre_Wilson,1,1913.0,,1913.0,1913.0,1988.0,,1,1958.0,,1958.0,1958.0,,
John_Mearsheimer,1,1924.0,,1924.0,1924.0,2013.0,,0,,,,,,
Maurice_Blanchot,4,1870.25,90.0606277275,1740.0,1946.0,1928.33333333,99.4702635632,3,1951.5,24.7487373415,1934.0,1969.0,1994.0,
Sam_C._Sarkesian,0,,,,,,,1,,,,,,
Richard_Sylvan,0,,,,,,,1,1934.0,,1934.0,1934.0,2011.0,
Carl_F._H._Henry,1,1902.0,,1902.0,1902.0,1985.0,,1,1957.0,,1957.0,1957.0,,
Nicole_Oresme,2,451.5,1181.57543136,-384.0,1287.0,512.5,1180.1612178,1,,,,,,
Syed_Zahoor_Shah_Hashmi,1,1877.0,,1877.0,1877.0,1938.0,,0,,,,,,
L._W._Sumner,1,1914.0,,1914.0,1914.0,2004.0,,0,,,,,,
Desiderius_Erasmus,2,1465.0,2.82842712475,1463.0,1467.0,1506.5,17.6776695297,0,,,,,,
Richard_J._F._Day,3,1906.0,18.0277563773,1891.0,1926.0,1967.33333333,26.3122278292,0,,,,,,
Edward_Abramowski,4,1815.66666667,5.85946527708,1809.0,1820.0,1883.66666667,19.0087699058,1,,,,,,
Philip_Green_(author),3,1778.66666667,58.0459588028,1712.0,1818.0,1844.66666667,57.9511288357,0,,,,,,
Imre_Lakatos,6,1867.2,69.478054089,1770.0,1924.0,1939.6,77.6163642539,2,1926.5,3.53553390593,1924.0,1929.0,1994.0,
Fred_Evans_(philosopher),3,1919.66666667,10.115993937,1908.0,1926.0,1980.0,17.3493515729,0,,,,,,
African_Spir,4,1747.0,51.5072810387,1711.0,1806.0,1817.66666667,49.9232744653,4,1849.75,8.6554414484,1842.0,1861.0,1917.0,14.8099065943
Charles_Bernard_Renouvier,2,1769.0,63.6396103068,1724.0,1814.0,1833.0,41.0121933088,1,1842.0,,1842.0,1842.0,1910.0,
Syed_Mahmood_Khundmiri,1,1877.0,,1877.0,1877.0,1938.0,,0,,,,,,
Quentin_Meillassoux,7,1509.85714286,842.863853888,-384.0,1937.0,1507.16666667,904.761055012,1,,,,,,
Mikhail_Bakhtin,1,1844.0,,1844.0,1844.0,1900.0,,2,1941.5,0.707106781187,1941.0,1942.0,,
Charles_Stevenson,3,1724.0,142.944044997,1588.0,1873.0,1804.33333333,141.641566404,0,,,,,,
Ernest_Renan,0,,,,,,,1,1868.0,,1868.0,1868.0,1952.0,
Héctor-Neri_Castañeda,2,1882.5,41.71930009,1853.0,1912.0,1954.5,48.7903679019,0,,,,,,
W._D._Ross,3,1822.66666667,85.4536911627,1724.0,1873.0,1903.0,85.912746435,2,1940.0,8.48528137424,1934.0,1946.0,2011.0,
Stilpo,1,-435.0,,-435.0,-435.0,-365.0,,2,-349.5,21.9203102168,-365.0,-334.0,-273.5,16.2634559673
Mary_Ainsworth,0,,,,,,,1,1948.0,,1948.0,1948.0,,
Giorgio_Del_Vecchio,0,,,,,,,1,1909.0,,1909.0,1909.0,2004.0,
Jan_Patočka,2,1874.0,21.2132034356,1859.0,1889.0,1957.0,26.8700576851,1,,,,,,
Gaston_Bachelard,3,1798.0,,1798.0,1798.0,1857.0,,12,1930.5,17.1480481559,1904.0,1966.0,1994.0,6.22896460096
John_Austin_(legal_philosopher),1,1748.0,,1748.0,1748.0,1832.0,,2,1923.0,22.627416998,1907.0,1939.0,1992.0,
Zeno_of_Sidon,1,-341.0,,-341.0,-341.0,-270.0,,1,-110.0,,-110.0,-110.0,40.0,
Theodor_W._Adorno,15,1821.23076923,93.9628950226,1646.0,1946.0,1877.0,92.7165769232,15,1928.9,24.2782481521,1892.0,1956.0,1973.75,25.9663243452
William_L._Rowe,1,1710.0,,1710.0,1710.0,1796.0,,0,,,,,,
Parmenides,2,-552.5,24.7487373415,-570.0,-535.0,-485.0,14.1421356237,11,290.888888889,1125.69416855,-490.0,1889.0,361.555555556,1120.27297021
Henry_Corbin,2,1903.0,,1903.0,1903.0,1981.0,,0,,,,,,
Nick_Land,6,1835.6,81.4757632674,1724.0,1925.0,1904.2,76.8062497457,3,,,,,,
Adriana_Cavarero,7,1528.85714286,871.25568933,-428.0,1930.0,1602.71428571,867.565120377,0,,,,,,
Nathan_Widder,3,1898.33333333,47.0567033836,1844.0,1926.0,1959.66666667,51.9647316296,0,,,,,,
Keith_Ward,2,1809.5,176.069588515,1685.0,1934.0,1753.0,,1,1966.0,,1966.0,1966.0,,
Theodore_Drange,1,1909.0,,1909.0,1909.0,1988.0,,0,,,,,,
Ioane_Petritsi,2,-406.0,31.1126983722,-428.0,-384.0,-335.0,18.3847763109,0,,,,,,
Philodemus,2,-245.5,135.057395207,-341.0,-150.0,-172.5,137.885822331,0,,,,,,
Kiarina_Kordela,3,1766.5,190.211724139,1632.0,1901.0,1829.0,214.960461481,0,,,,,,
J._J._C._Smart,2,1869.0,43.8406204336,1838.0,1900.0,1938.0,53.7401153702,0,,,,,,
Mário_Ferreira_dos_Santos,34,1389.8,800.695189324,-570.0,1895.0,1451.66666667,802.420232724,1,1947.0,,1947.0,1947.0,,
Joshua_Knobe,1,1919.0,,1919.0,1919.0,2006.0,,0,,,,,,
Tajuddin_Muhammad_Badruddin,0,,,,,,,2,1896.0,2.82842712475,1894.0,1898.0,1974.0,7.07106781187
Allan_Bloom,12,1127.0,1078.47969125,-470.0,1905.0,1196.4,1077.96940794,1,1952.0,,1952.0,1952.0,,
Mirza_Mazhar_Jan-e-Janaan,1,1564.0,,1564.0,1564.0,1624.0,,2,1743.0,,1743.0,1743.0,1524.5,423.556961931
Grace_Ji-Sun_Kim,1,1908.0,,1908.0,1908.0,1986.0,,0,,,,,,
Gabriel_Marcel,6,1865.0,10.2713192921,1855.0,1878.0,1941.6,17.7285081155,5,1922.2,36.6974113528,1874.0,1973.0,1983.0,30.8058436015
Aristippus,1,-470.0,,-470.0,-470.0,-399.0,,2,809.0,1626.34559673,-341.0,1959.0,-270.0,
William_Lane_Craig,5,1647.25,564.191087605,801.0,1934.0,1442.5,805.394623771,2,1955.0,9.89949493661,1948.0,1962.0,,
Jean_Baudrillard,3,1883.66666667,57.134344604,1818.0,1922.0,1953.33333333,61.500677503,4,1949.0,10.3923048454,1943.0,1961.0,,
Mir_Tanha_Yousafi,1,1877.0,,1877.0,1877.0,1938.0,,0,,,,,,
Abul_A'la_Maududi,2,1509.0,520.430590953,1141.0,1877.0,1587.0,496.388960393,8,1944.0,16.5831239518,1931.0,1973.0,2010.75,0.957427107756
Bertrando_Spaventa,0,,,,,,,2,1870.5,6.36396103068,1866.0,1875.0,1948.0,5.65685424949
Theognostus_of_Alexandria,1,-428.0,,-428.0,-428.0,-348.0,,0,,,,,,
Pierre_Gassendi,2,-220.0,171.119841047,-341.0,-99.0,-162.5,152.027957955,4,1631.25,30.8693483356,1588.0,1659.0,1701.75,15.9661099416
Louis_Blanc,2,1783.0,32.5269119346,1760.0,1806.0,1849.0,33.941125497,3,1821.66666667,17.7857620959,1809.0,1842.0,1887.33333333,29.6704117486
James_M._Edie,4,1878.5,33.0907842155,1842.0,1908.0,1947.25,30.1924383469,0,,,,,,
Richard_Swinburne,5,746.0,1330.34857588,-428.0,1905.0,824.25,1338.67406414,3,1936.66666667,13.0511813003,1923.0,1949.0,2010.0,
Auguste_Comte,2,1760.0,,1760.0,1760.0,1825.0,,13,1838.8,32.591068988,1784.0,1884.0,1905.2,33.2492272258
Paul_Ludwig_Landsberg,1,1859.0,,1859.0,1859.0,1938.0,,0,,,,,,
Max_Adler_(Marxist),2,1830.0,33.941125497,1806.0,1854.0,1897.0,57.9827560573,0,,,,,,
Hedley_Bull,1,1893.0,,1893.0,1893.0,1962.0,,0,,,,,,
Giovanni_Gentile,7,1498.85714286,850.196531901,-428.0,1866.0,1567.57142857,845.455470371,1,1866.0,,1866.0,1866.0,1952.0,
William_Henry_Chamberlin_(philosopher),1,1855.0,,1855.0,1855.0,1916.0,,0,,,,,,
Julius_Evola,11,1362.1,855.044436792,-428.0,1880.0,1419.0,861.109491038,3,1943.66666667,18.009256879,1926.0,1962.0,2012.0,
Manuel_DeLanda,1,1925.0,,1925.0,1925.0,1995.0,,0,,,,,,
Ernesto_Laclau,3,1837.5,27.5771644663,1818.0,1857.0,1898.0,21.2132034356,3,1960.0,,1960.0,1960.0,,
John_O'Neill_(philosopher),2,1850.0,45.2548339959,1818.0,1882.0,1914.0,43.8406204336,0,,,,,,
William_Leiss,1,1898.0,,1898.0,1898.0,1979.0,,0,,,,,,
Paul_Copan,1,1949.0,,1949.0,1949.0,,,0,,,,,,
Jean-Jacques_Rousseau,12,1173.11111111,896.980552248,-428.0,1713.0,1240.66666667,895.101949501,33,1834.86666667,80.1437214756,1711.0,1960.0,1889.77777778,79.1786360722
Rudolf_Carnap,4,1867.0,17.6446403572,1848.0,1889.0,1946.0,19.2006944319,10,1919.0,20.5,1901.0,1966.0,1991.33333333,7.94145242803
Ivan_Soll,5,1845.6,67.5447999479,1770.0,1921.0,1910.2,68.2656575446,0,,,,,,
Georges_Bataille,3,1714.0,72.5809892465,1632.0,1770.0,1774.0,84.4334057112,6,1937.0,29.0172362571,1901.0,1962.0,1982.5,2.12132034356
Jean_Bodin,1,1137.0,,1137.0,1137.0,1204.0,,3,1724.33333333,161.917674555,1583.0,1901.0,1795.0,173.493515729
William_Frankena,4,1876.0,11.6045967904,1861.0,1887.0,1960.0,10.1653004547,0,,,,,,
George_Ritzer,1,1929.0,,1929.0,1929.0,2007.0,,0,,,,,,
Al-Hasan_ibn_'Ali_al-Barbahari,0,,,,,,,1,916.0,,916.0,916.0,997.0,
Sheldon_Wolin,0,,,,,,,2,1954.0,1.41421356237,1953.0,1955.0,,
György_Mihály_Vajda,1,,,,,,,0,,,,,,
Norman_P._Barry,1,1907.0,,1907.0,1907.0,1992.0,,0,,,,,,
Xavier_Zubiri,7,1356.0,977.265828728,-384.0,1889.0,1427.8,983.394224103,2,1947.0,,1947.0,1947.0,,
Harold_Joachim,0,,,,,,,1,1908.0,,1908.0,1908.0,2009.0,
Arda_Denkel,1,1919.0,,1919.0,1919.0,2006.0,,0,,,,,,
Richard_Rorty,17,1902.8125,30.4591940143,1842.0,1936.0,1974.07142857,34.1139815364,9,1943.5,8.28854631404,1932.0,1953.0,,
Nikolas_Kompridis,5,1917.0,19.0262975904,1889.0,1931.0,1986.5,14.8492424049,0,,,,,,
Johann_Friedrich_Herbart,1,1724.0,,1724.0,1724.0,1804.0,,5,1832.6,25.6183527964,1796.0,1859.0,1903.4,24.6434575496
Franciscus_van_den_Enden,0,,,,,,,1,1632.0,,1632.0,1632.0,1677.0,
