"subject","predicate","object"
"http://dbpedia.org/resource/Alexander_Herzen","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Che_Guevara"
"http://dbpedia.org/resource/Alexander_Herzen","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Isaiah_Berlin"
"http://dbpedia.org/resource/Alexander_Herzen","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Pierre-Joseph_Proudhon"
"http://dbpedia.org/resource/Alexander_Herzen","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Jean-Jacques_Rousseau"
"http://dbpedia.org/resource/Alexander_Herzen","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/Auguste_Comte","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/Auguste_Comte","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/John_Stuart_Mill"
"http://dbpedia.org/resource/Auguste_Comte","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Herbert_Spencer"
"http://dbpedia.org/resource/Auguste_Comte","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Émile_Littré"
"http://dbpedia.org/resource/Auguste_Comte","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Émile_Durkheim"
"http://dbpedia.org/resource/Auguste_Comte","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Harriet_Martineau"
"http://dbpedia.org/resource/Auguste_Comte","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Charles_Maurras"
"http://dbpedia.org/resource/Auguste_Comte","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Pierre_Laffitte"
"http://dbpedia.org/resource/Auguste_Comte","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Friedrich_Nietzsche"
"http://dbpedia.org/resource/Auguste_Comte","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Marquis_de_Condorcet"
"http://dbpedia.org/resource/Auguste_Comte","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Marie_François_Xavier_Bichat"
"http://dbpedia.org/resource/Auguste_Comte","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/René_Descartes"
"http://dbpedia.org/resource/Auguste_Comte","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Claude_Henri_de_Rouvroy,_comte_de_Saint-Simon"
"http://dbpedia.org/resource/Auguste_Comte","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Francis_Bacon"
"http://dbpedia.org/resource/Crispin_Wright","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Michael_P._Lynch"
"http://dbpedia.org/resource/Crispin_Wright","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Ludwig_Wittgenstein"
"http://dbpedia.org/resource/Crispin_Wright","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Michael_Dummett"
"http://dbpedia.org/resource/David_Chalmers","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Gualtiero_Piccinini"
"http://dbpedia.org/resource/David_Chalmers","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Tyler_Burge"
"http://dbpedia.org/resource/David_Chalmers","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Daniel_Dennett"
"http://dbpedia.org/resource/David_Chalmers","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Douglas_Hofstadter"
"http://dbpedia.org/resource/David_Chalmers","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/René_Descartes"
"http://dbpedia.org/resource/David_Chalmers","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Rudolf_Carnap"
"http://dbpedia.org/resource/Edith_Penrose","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Joseph_Schumpeter"
"http://dbpedia.org/resource/Edith_Penrose","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Charles_Babbage"
"http://dbpedia.org/resource/Edith_Penrose","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Alfred_D._Chandler,_Jr."
"http://dbpedia.org/resource/Edith_Penrose","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Fritz_Machlup"
"http://dbpedia.org/resource/Edith_Penrose","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/John_Maynard_Keynes"
"http://dbpedia.org/resource/Ernest_Gellner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/José_Guilherme_Merquior"
"http://dbpedia.org/resource/Ernest_Gellner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Anthony_D._Smith"
"http://dbpedia.org/resource/Ernest_Gellner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Sinisa_Malesevic"
"http://dbpedia.org/resource/Ernest_Gellner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/John_A._Hall"
"http://dbpedia.org/resource/Ernest_Gellner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Michael_Mann_(sociologist)"
"http://dbpedia.org/resource/Ernest_Gellner","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Karl_Popper"
"http://dbpedia.org/resource/Ernest_Gellner","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Bertrand_Russell"
"http://dbpedia.org/resource/Ernest_Gellner","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Bronisław_Malinowski"
"http://dbpedia.org/resource/Ernest_Gellner","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Max_Weber"
"http://dbpedia.org/resource/Eugène_Minkowski","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Maurice_Merleau-Ponty"
"http://dbpedia.org/resource/Eugène_Minkowski","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/R._D._Laing"
"http://dbpedia.org/resource/Eugène_Minkowski","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Eugen_Bleuler"
"http://dbpedia.org/resource/Eugène_Minkowski","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Ludwig_Binswanger"
"http://dbpedia.org/resource/Eugène_Minkowski","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Henri_Bergson"
"http://dbpedia.org/resource/Eugène_Minkowski","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Max_Scheler"
"http://dbpedia.org/resource/Eugène_Minkowski","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Karl_Jaspers"
"http://dbpedia.org/resource/Eugène_Minkowski","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Edmund_Husserl"
"http://dbpedia.org/resource/Friedrich_Carl_von_Savigny","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/August_von_Bethmann-Hollweg"
"http://dbpedia.org/resource/Friedrich_Carl_von_Savigny","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Gustav_Hugo"
"http://dbpedia.org/resource/Hans_Vaihinger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/George_Kelly_(psychologist)"
"http://dbpedia.org/resource/Hans_Vaihinger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Alfred_Adler"
"http://dbpedia.org/resource/Hans_Vaihinger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/James_Hillman"
"http://dbpedia.org/resource/Hans_Vaihinger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Hans_Kelsen"
"http://dbpedia.org/resource/Hans_Vaihinger","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Friedrich_Nietzsche"
"http://dbpedia.org/resource/Hans_Vaihinger","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Friedrich_Karl_Forberg"
"http://dbpedia.org/resource/Hans_Vaihinger","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Jeremy_Bentham"
"http://dbpedia.org/resource/Hans_Vaihinger","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Immanuel_Kant"
"http://dbpedia.org/resource/Hans_Vaihinger","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Arthur_Schopenhauer"
"http://dbpedia.org/resource/Hans_Vaihinger","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/African_Spir"
"http://dbpedia.org/resource/Henri_Bourassa","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Ernest_Lapointe"
"http://dbpedia.org/resource/Henri_Bourassa","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Lionel_Groulx"
"http://dbpedia.org/resource/Henri_Bourassa","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Joseph_de_Maistre"
"http://dbpedia.org/resource/Henri_Bourassa","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Thomas_Aquinas"
"http://dbpedia.org/resource/Henri_Bourassa","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Charles_Maurras"
"http://dbpedia.org/resource/Henri_Bourassa","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Louis_Veuillot"
"http://dbpedia.org/resource/Henri_Bourassa","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Pope_Pius_XI"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Norman_O._Brown"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Douglas_Kellner"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Angela_Davis"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Abbie_Hoffman"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Bob_Black"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Peter_Lamborn_Wilson"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Jürgen_Habermas"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Sigmund_Freud"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Martin_Heidegger"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Edmund_Husserl"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Immanuel_Kant"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/John_O'Neill_(philosopher)","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/John_O'Neill_(philosopher)","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Otto_Neurath"
"http://dbpedia.org/resource/Kuno_Fischer","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/John_Pentland_Mahaffy"
"http://dbpedia.org/resource/Kuno_Fischer","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Gottlob_Frege"
"http://dbpedia.org/resource/Kuno_Fischer","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Immanuel_Kant"
"http://dbpedia.org/resource/Kuno_Fischer","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/Kwame_Anthony_Appiah","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/John_Rawls"
"http://dbpedia.org/resource/Kwame_Anthony_Appiah","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/Kwame_Anthony_Appiah","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/W._E._B._Du_Bois"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Gustav_Landauer"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Julius_Evola"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Emma_Goldman"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Émile_Armand"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Miguel_Giménez_Igualada"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Friedrich_Engels"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Herbert_Read"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Ernst_Jünger"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Robert_Anton_Wilson"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Enrico_Arrigoni"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Rudolf_Steiner"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Saul_Newman"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Albert_Camus"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Steven_T._Byington"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Benjamin_Tucker"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Carl_Schmitt"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/John_Henry_Mackay"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Wilhelm_Reich"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Renzo_Novatore"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Wolfi_Landstreicher"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Adolf_Brand"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Bob_Black"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Friedrich_Nietzsche"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Ludwig_Feuerbach"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Bruno_Bauer"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Jean-Baptiste_Say"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Adam_Smith"
"http://dbpedia.org/resource/Max_Stirner","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/McKenzie_Wark","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Guy_Debord"
"http://dbpedia.org/resource/McKenzie_Wark","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/McKenzie_Wark","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Raoul_Vaneigem"
"http://dbpedia.org/resource/McKenzie_Wark","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Jean_Baudrillard"
"http://dbpedia.org/resource/McKenzie_Wark","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Paul_Virilio"
"http://dbpedia.org/resource/Melissus_of_Samos","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Parmenides"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Alfred_Kubin"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Edvard_Munch"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Franz_Kafka"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/William_Carlos_Williams"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Hugo_von_Hofmannsthal"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Heimito_von_Doderer"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Ludwig_Wittgenstein"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/August_Strindberg"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Julius_Evola"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Thomas_Bernhard"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/James_Joyce"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Yukio_Mishima"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Richard_Wagner"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Ludwig_van_Beethoven"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Immanuel_Kant"
"http://dbpedia.org/resource/Otto_Weininger","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Henrik_Ibsen"
"http://dbpedia.org/resource/Pierre_Bourdieu","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Loïc_Wacquant"
"http://dbpedia.org/resource/Pierre_Bourdieu","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Gaston_Bachelard"
"http://dbpedia.org/resource/Pierre_Gassendi","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Walter_Charleton"
"http://dbpedia.org/resource/Pierre_Gassendi","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/John_Locke"
"http://dbpedia.org/resource/Pierre_Gassendi","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Gottfried_Wilhelm_Leibniz"
"http://dbpedia.org/resource/Pierre_Gassendi","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Thomas_Hobbes"
"http://dbpedia.org/resource/Rosalind_Hursthouse","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Aristotle"
"http://dbpedia.org/resource/Rosalind_Hursthouse","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Philippa_Foot"
"http://dbpedia.org/resource/Rosalind_Hursthouse","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/G._E._M._Anscombe"
"http://dbpedia.org/resource/Thomas_Kuhn","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Bertrand_Russell"
"http://dbpedia.org/resource/Thomas_Kuhn","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Alexandre_Koyré"
"http://dbpedia.org/resource/Victoria,_Lady_Welby","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Charles_Sanders_Peirce"
"http://dbpedia.org/resource/Victoria,_Lady_Welby","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Charles_Kay_Ogden"
"http://dbpedia.org/resource/Victoria,_Lady_Welby","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Charles_Sanders_Peirce"
"http://dbpedia.org/resource/Victoria,_Lady_Welby","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Friedrich_Schiller"
"http://dbpedia.org/resource/Victoria,_Lady_Welby","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Henri_Bergson"
"http://dbpedia.org/resource/Victoria,_Lady_Welby","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Charles_Darwin"
"http://dbpedia.org/resource/Étienne_Balibar","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Jacques_Rancière"
"http://dbpedia.org/resource/Étienne_Balibar","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/Duncan_Kennedy_(legal_philosopher)","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Gary_Peller"
